TeamKey,RankingPoints,Wins,Losses,Ties,ClimbPoints,AutoPoints,OwnershipPoints,VaultPoints
frc3974,18.0,6.0,6.0,0.0,480.0,348.0,2752.0,250.0
frc203,18.0,6.0,5.0,0.0,460.0,304.0,2307.0,265.0
frc341,17.0,6.0,6.0,0.0,555.0,268.0,2445.0,280.0
frc1391,17.0,4.0,7.0,0.0,430.0,305.0,1883.0,260.0
frc2180,17.0,6.0,6.0,0.0,640.0,332.0,2312.0,330.0
frc1495,17.0,5.0,7.0,0.0,590.0,283.0,2102.0,360.0
frc5684,16.0,5.0,7.0,0.0,545.0,293.0,1752.0,300.0
frc5113,16.0,6.0,6.0,0.0,385.0,314.0,1982.0,170.0
frc4637,16.0,5.0,7.0,0.0,585.0,269.0,2158.0,265.0
frc1279,15.0,6.0,6.0,0.0,500.0,294.0,2239.0,330.0
frc4750,13.0,5.0,7.0,0.0,390.0,216.0,1886.0,180.0
frc6921,13.0,4.0,8.0,0.0,380.0,231.0,1732.0,160.0
frc1168,13.0,4.0,8.0,0.0,345.0,233.0,1784.0,180.0
frc204,12.0,4.0,8.0,0.0,430.0,253.0,1911.0,170.0
frc4954,12.0,3.0,9.0,0.0,530.0,287.0,2027.0,325.0
frc1370,12.0,4.0,8.0,0.0,500.0,253.0,1976.0,170.0
frc321,11.0,4.0,8.0,0.0,480.0,227.0,1990.0,290.0
frc423,11.0,4.0,8.0,0.0,420.0,285.0,2012.0,175.0
frc3151,11.0,3.0,9.0,0.0,415.0,339.0,2137.0,210.0
frc6667,11.0,3.0,9.0,0.0,335.0,259.0,1570.0,190.0
frc7024,10.0,4.0,8.0,0.0,390.0,210.0,1275.0,145.0
frc4035,9.0,4.0,8.0,0.0,380.0,212.0,1968.0,195.0
frc6429,26.0,11.0,1.0,0.0,450.0,328.0,3006.0,350.0
frc3646,25.0,10.0,2.0,0.0,560.0,346.0,2928.0,260.0
frc6985,24.0,9.0,3.0,0.0,450.0,282.0,2530.0,290.0
frc7140,22.0,10.0,2.0,0.0,650.0,161.0,2302.0,240.0
frc6415,19.0,9.0,3.0,0.0,330.0,179.0,2354.0,170.0
frc6038,18.0,9.0,3.0,0.0,515.0,158.0,2043.0,205.0
frc4191,17.0,8.0,4.0,0.0,390.0,104.0,1904.0,195.0
frc6014,15.0,7.0,5.0,0.0,425.0,177.0,2097.0,210.0
frc7297,15.0,7.0,5.0,0.0,320.0,127.0,1681.0,150.0
frc7071,15.0,7.0,5.0,0.0,290.0,147.0,1691.0,120.0
frc7070,15.0,7.0,5.0,0.0,255.0,162.0,1590.0,135.0
frc7086,14.0,7.0,5.0,0.0,475.0,114.0,1859.0,230.0
frc6303,14.0,6.0,6.0,0.0,285.0,157.0,1622.0,155.0
frc2905,13.0,6.0,6.0,0.0,340.0,115.0,1557.0,200.0
frc7296,13.0,6.0,6.0,0.0,310.0,157.0,1799.0,160.0
frc7035,13.0,6.0,6.0,0.0,225.0,136.0,1822.0,125.0
frc6989,13.0,6.0,6.0,0.0,450.0,177.0,1788.0,205.0
frc7010,13.0,6.0,6.0,0.0,485.0,148.0,1640.0,205.0
frc6697,13.0,6.0,6.0,0.0,475.0,155.0,1523.0,210.0
frc7293,12.0,6.0,6.0,0.0,475.0,172.0,1809.0,240.0
frc7295,12.0,6.0,6.0,0.0,320.0,125.0,1823.0,175.0
frc6838,12.0,5.0,7.0,0.0,240.0,163.0,1748.0,115.0
frc7108,11.0,5.0,7.0,0.0,440.0,157.0,1652.0,205.0
frc7239,11.0,5.0,7.0,0.0,425.0,185.0,1874.0,230.0
frc6436,11.0,5.0,7.0,0.0,325.0,154.0,1698.0,185.0
frc5655,10.0,5.0,7.0,0.0,295.0,147.0,1787.0,180.0
frc6064,10.0,4.0,8.0,0.0,270.0,177.0,1584.0,165.0
frc6232,10.0,4.0,8.0,0.0,315.0,140.0,1323.0,140.0
frc7291,10.0,5.0,7.0,0.0,345.0,130.0,1490.0,125.0
frc5665,8.0,4.0,7.0,0.0,505.0,103.0,1095.0,180.0
frc7298,8.0,4.0,8.0,0.0,465.0,126.0,1322.0,200.0
frc7294,8.0,4.0,8.0,0.0,370.0,100.0,1348.0,145.0
frc5558,8.0,4.0,7.0,0.0,365.0,98.0,1113.0,210.0
frc7290,7.0,3.0,9.0,0.0,345.0,170.0,1529.0,170.0
frc7227,7.0,3.0,9.0,0.0,315.0,153.0,1242.0,150.0
frc7228,6.0,3.0,9.0,0.0,340.0,121.0,1381.0,135.0
frc7292,6.0,3.0,9.0,0.0,325.0,123.0,1240.0,135.0
frc4253,39.0,12.0,1.0,0.0,805.0,515.0,3564.0,320.0
frc4613,32.0,11.0,2.0,0.0,780.0,531.0,3450.0,325.0
frc6579,30.0,10.0,3.0,0.0,705.0,346.0,3072.0,265.0
frc5985,30.0,11.0,2.0,0.0,580.0,414.0,3060.0,305.0
frc6836,25.0,8.0,5.0,0.0,605.0,420.0,2614.0,415.0
frc7074,25.0,10.0,3.0,0.0,460.0,315.0,2944.0,275.0
frc7278,23.0,8.0,5.0,0.0,540.0,330.0,2544.0,235.0
frc6508,22.0,8.0,5.0,0.0,685.0,322.0,2662.0,315.0
frc6998,22.0,8.0,5.0,0.0,535.0,324.0,2415.0,180.0
frc6434,22.0,8.0,5.0,0.0,510.0,298.0,2520.0,265.0
frc6024,21.0,7.0,6.0,0.0,610.0,323.0,2381.0,310.0
frc4537,20.0,7.0,6.0,0.0,575.0,349.0,2483.0,260.0
frc5593,19.0,6.0,7.0,0.0,430.0,322.0,2401.0,225.0
frc5983,19.0,7.0,6.0,0.0,415.0,275.0,2299.0,205.0
frc6996,18.0,5.0,8.0,0.0,350.0,296.0,2450.0,185.0
frc6083,17.0,7.0,6.0,0.0,560.0,258.0,2238.0,305.0
frc4802,16.0,7.0,6.0,0.0,595.0,229.0,1811.0,285.0
frc6191,16.0,6.0,7.0,0.0,485.0,240.0,2359.0,260.0
frc4739,16.0,5.0,8.0,0.0,375.0,304.0,1957.0,180.0
frc3008,15.0,5.0,8.0,0.0,565.0,296.0,2139.0,415.0
frc5331,15.0,5.0,8.0,0.0,505.0,299.0,2177.0,350.0
frc7023,14.0,6.0,7.0,0.0,525.0,292.0,2550.0,290.0
frc3132,14.0,5.0,8.0,0.0,495.0,291.0,1998.0,165.0
frc6118,13.0,4.0,9.0,0.0,430.0,311.0,2211.0,215.0
frc6520,12.0,4.0,9.0,0.0,495.0,303.0,2368.0,260.0
frc4774,12.0,4.0,9.0,0.0,390.0,369.0,2168.0,235.0
frc6204,11.0,4.0,9.0,0.0,440.0,277.0,2207.0,185.0
frc4817,11.0,3.0,10.0,0.0,385.0,268.0,1744.0,145.0
frc7130,10.0,2.0,11.0,0.0,450.0,305.0,1745.0,270.0
frc6187,8.0,2.0,11.0,0.0,410.0,283.0,1748.0,170.0
frc5654,28.0,9.0,2.0,0.0,725.0,309.0,2300.0,410.0
frc1574,27.0,8.0,3.0,0.0,710.0,330.0,2800.0,355.0
frc3316,27.0,10.0,1.0,0.0,640.0,364.0,2810.0,285.0
frc3075,25.0,9.0,2.0,0.0,580.0,353.0,2541.0,295.0
frc1690,25.0,8.0,3.0,0.0,490.0,333.0,2798.0,295.0
frc6104,24.0,8.0,3.0,0.0,575.0,320.0,2523.0,245.0
frc2230,22.0,7.0,4.0,0.0,490.0,289.0,2349.0,230.0
frc2212,21.0,6.0,5.0,0.0,445.0,374.0,2342.0,180.0
frc3083,20.0,7.0,3.0,0.0,560.0,229.0,1917.0,185.0
frc3034,20.0,7.0,4.0,0.0,445.0,295.0,2535.0,260.0
frc5990,19.0,6.0,5.0,0.0,605.0,266.0,2224.0,350.0
frc1657,19.0,5.0,6.0,0.0,500.0,352.0,2243.0,305.0
frc7067,19.0,6.0,5.0,0.0,475.0,292.0,1918.0,330.0
frc4586,18.0,7.0,4.0,0.0,545.0,253.0,2304.0,290.0
frc4590,17.0,6.0,4.0,0.0,380.0,213.0,1676.0,185.0
frc1573,15.0,5.0,6.0,0.0,460.0,213.0,1966.0,220.0
frc5636,15.0,4.0,7.0,0.0,480.0,276.0,1836.0,365.0
frc7083,14.0,5.0,5.0,0.0,450.0,204.0,1547.0,225.0
frc1580,14.0,5.0,6.0,0.0,400.0,225.0,1827.0,210.0
frc6736,13.0,3.0,8.0,0.0,430.0,258.0,1662.0,210.0
frc7302,13.0,4.0,7.0,0.0,425.0,261.0,2055.0,220.0
frc6739,13.0,4.0,7.0,0.0,345.0,241.0,1683.0,190.0
frc5135,12.0,3.0,8.0,0.0,475.0,270.0,1593.0,270.0
frc7177,12.0,4.0,7.0,0.0,400.0,199.0,1856.0,230.0
frc6740,12.0,5.0,6.0,0.0,350.0,227.0,1923.0,215.0
frc7112,12.0,4.0,7.0,0.0,345.0,249.0,1711.0,185.0
frc6738,12.0,3.0,8.0,0.0,335.0,308.0,1889.0,150.0
frc7079,11.0,4.0,6.0,0.0,335.0,205.0,1613.0,205.0
frc4784,11.0,4.0,5.0,0.0,220.0,190.0,1273.0,110.0
frc7286,9.0,3.0,8.0,0.0,420.0,196.0,1274.0,205.0
frc6049,9.0,3.0,8.0,0.0,250.0,252.0,1826.0,155.0
frc1944,6.0,2.0,9.0,0.0,385.0,192.0,1291.0,190.0
frc1577,29.0,9.0,2.0,0.0,600.0,412.0,2670.0,275.0
frc5987,28.0,9.0,2.0,0.0,490.0,368.0,2590.0,365.0
frc2630,26.0,9.0,2.0,0.0,580.0,329.0,2727.0,370.0
frc3339,25.0,9.0,2.0,0.0,545.0,393.0,2660.0,295.0
frc5614,25.0,8.0,3.0,0.0,525.0,356.0,2697.0,370.0
frc3835,23.0,8.0,3.0,0.0,540.0,334.0,2647.0,375.0
frc5554,22.0,7.0,4.0,0.0,640.0,312.0,2299.0,305.0
frc5715,22.0,7.0,4.0,0.0,405.0,322.0,2274.0,275.0
frc6230,22.0,8.0,3.0,0.0,375.0,287.0,2207.0,310.0
frc2231,20.0,6.0,5.0,0.0,315.0,317.0,2404.0,170.0
frc5038,20.0,6.0,5.0,0.0,395.0,296.0,2026.0,220.0
frc2096,20.0,7.0,4.0,0.0,400.0,298.0,2052.0,245.0
frc7039,20.0,7.0,4.0,0.0,480.0,279.0,2228.0,270.0
frc7079,20.0,6.0,5.0,0.0,465.0,300.0,2168.0,330.0
frc5928,19.0,6.0,5.0,0.0,490.0,291.0,2101.0,300.0
frc4416,19.0,7.0,4.0,0.0,400.0,255.0,2074.0,315.0
frc5635,18.0,6.0,5.0,0.0,425.0,273.0,1998.0,240.0
frc3211,17.0,5.0,6.0,0.0,530.0,345.0,1986.0,225.0
frc5951,17.0,6.0,5.0,0.0,435.0,266.0,2181.0,275.0
frc1944,16.0,5.0,6.0,0.0,500.0,234.0,1734.0,290.0
frc1942,16.0,5.0,6.0,0.0,510.0,282.0,1932.0,220.0
frc1937,15.0,5.0,6.0,0.0,445.0,268.0,1993.0,255.0
frc4744,15.0,4.0,7.0,0.0,435.0,296.0,1924.0,230.0
frc3388,15.0,5.0,6.0,0.0,360.0,228.0,1642.0,190.0
frc4320,15.0,5.0,6.0,0.0,355.0,274.0,1889.0,255.0
frc4784,15.0,4.0,7.0,0.0,295.0,271.0,1542.0,195.0
frc4661,14.0,5.0,6.0,0.0,430.0,210.0,1550.0,260.0
frc5747,12.0,5.0,6.0,0.0,325.0,217.0,1820.0,180.0
frc3065,12.0,3.0,8.0,0.0,390.0,253.0,1438.0,240.0
frc7286,12.0,3.0,8.0,0.0,460.0,270.0,1795.0,270.0
frc1573,12.0,3.0,8.0,0.0,575.0,293.0,1674.0,245.0
frc6739,11.0,4.0,7.0,0.0,470.0,195.0,1771.0,265.0
frc4338,11.0,3.0,8.0,0.0,395.0,251.0,1732.0,300.0
frc7083,11.0,4.0,7.0,0.0,275.0,224.0,1277.0,105.0
frc6168,10.0,2.0,9.0,0.0,405.0,310.0,1973.0,180.0
frc1954,10.0,3.0,8.0,0.0,305.0,232.0,1461.0,160.0
frc4757,9.0,3.0,8.0,0.0,445.0,224.0,1639.0,250.0
frc7302,8.0,2.0,9.0,0.0,290.0,214.0,1151.0,190.0
frc1241,25.0,10.0,2.0,0.0,610.0,337.0,3062.0,420.0
frc4627,23.0,8.0,4.0,0.0,515.0,243.0,2203.0,285.0
frc6406,21.0,10.0,2.0,0.0,580.0,160.0,2693.0,265.0
frc4334,21.0,9.0,3.0,0.0,475.0,256.0,2743.0,325.0
frc6351,20.0,7.0,5.0,0.0,295.0,215.0,2020.0,160.0
frc6390,19.0,8.0,4.0,0.0,670.0,207.0,2419.0,330.0
frc7169,19.0,8.0,4.0,0.0,570.0,204.0,2389.0,265.0
frc6403,19.0,8.0,4.0,0.0,410.0,204.0,2004.0,315.0
frc7190,19.0,9.0,3.0,0.0,390.0,158.0,1978.0,190.0
frc7287,18.0,7.0,5.0,0.0,605.0,220.0,1952.0,470.0
frc5787,17.0,7.0,5.0,0.0,480.0,185.0,1763.0,195.0
frc6458,17.0,7.0,5.0,0.0,350.0,244.0,2109.0,200.0
frc7158,16.0,6.0,6.0,0.0,535.0,210.0,1865.0,285.0
frc1868,16.0,7.0,5.0,0.0,415.0,229.0,2063.0,245.0
frc2643,15.0,7.0,5.0,0.0,505.0,176.0,2077.0,265.0
frc7262,14.0,6.0,6.0,0.0,480.0,198.0,1826.0,220.0
frc7167,13.0,5.0,7.0,0.0,490.0,161.0,1427.0,255.0
frc6485,12.0,6.0,6.0,0.0,595.0,127.0,1907.0,225.0
frc7173,12.0,4.0,8.0,0.0,475.0,230.0,1699.0,220.0
frc5118,11.0,5.0,7.0,0.0,400.0,168.0,1408.0,185.0
frc5078,10.0,4.0,8.0,0.0,560.0,151.0,1777.0,260.0
frc6364,10.0,5.0,7.0,0.0,495.0,163.0,2055.0,255.0
frc1482,10.0,5.0,7.0,0.0,370.0,137.0,1705.0,185.0
frc7189,9.0,3.0,9.0,0.0,445.0,183.0,1310.0,210.0
frc6408,9.0,4.0,8.0,0.0,420.0,200.0,1581.0,285.0
frc7135,9.0,4.0,8.0,0.0,365.0,177.0,1768.0,185.0
frc3985,9.0,3.0,9.0,0.0,345.0,209.0,1280.0,190.0
frc6563,8.0,4.0,8.0,0.0,380.0,131.0,1048.0,200.0
frc7170,6.0,2.0,10.0,0.0,355.0,196.0,1452.0,215.0
frc4625,5.0,2.0,10.0,0.0,370.0,177.0,1312.0,165.0
frc5234,32.0,11.0,1.0,0.0,700.0,431.0,2974.0,360.0
frc3618,31.0,11.0,1.0,0.0,495.0,364.0,2665.0,305.0
frc862,29.0,11.0,1.0,0.0,560.0,402.0,3061.0,390.0
frc4237,28.0,10.0,2.0,0.0,490.0,345.0,2664.0,325.0
frc5114,25.0,8.0,4.0,0.0,655.0,365.0,2651.0,360.0
frc226,25.0,8.0,4.0,0.0,605.0,383.0,2620.0,440.0
frc3767,25.0,9.0,3.0,0.0,535.0,318.0,2812.0,345.0
frc5534,21.0,7.0,5.0,0.0,500.0,322.0,2201.0,265.0
frc1711,21.0,8.0,4.0,0.0,470.0,247.0,2564.0,300.0
frc3537,19.0,6.0,6.0,0.0,545.0,300.0,2224.0,245.0
frc5525,19.0,7.0,5.0,0.0,590.0,256.0,2082.0,195.0
frc5086,19.0,5.0,7.0,0.0,710.0,277.0,2462.0,285.0
frc5183,19.0,7.0,5.0,0.0,605.0,250.0,2196.0,515.0
frc5175,18.0,6.0,6.0,0.0,600.0,289.0,2067.0,245.0
frc4398,18.0,7.0,5.0,0.0,525.0,240.0,2084.0,265.0
frc6582,18.0,5.0,7.0,0.0,500.0,314.0,1884.0,285.0
frc7084,18.0,6.0,6.0,0.0,365.0,263.0,2006.0,210.0
frc6087,17.0,6.0,6.0,0.0,540.0,255.0,2013.0,250.0
frc1896,17.0,6.0,6.0,0.0,400.0,269.0,1856.0,280.0
frc5314,17.0,6.0,6.0,0.0,390.0,274.0,2196.0,285.0
frc6573,16.0,6.0,6.0,0.0,395.0,286.0,2072.0,285.0
frc5509,16.0,6.0,6.0,0.0,690.0,260.0,2251.0,350.0
frc4376,16.0,6.0,6.0,0.0,530.0,238.0,2373.0,230.0
frc5878,15.0,4.0,8.0,0.0,400.0,327.0,1596.0,160.0
frc5560,15.0,5.0,7.0,0.0,560.0,248.0,1940.0,190.0
frc5714,14.0,5.0,7.0,0.0,555.0,233.0,1687.0,355.0
frc5660,14.0,4.0,8.0,0.0,500.0,234.0,1790.0,250.0
frc6005,14.0,6.0,6.0,0.0,455.0,230.0,2039.0,265.0
frc7172,13.0,6.0,6.0,0.0,375.0,195.0,1801.0,200.0
frc6545,13.0,6.0,6.0,0.0,375.0,161.0,1766.0,185.0
frc6556,13.0,3.0,9.0,0.0,475.0,283.0,1882.0,275.0
frc6020,13.0,4.0,8.0,0.0,480.0,269.0,1894.0,215.0
frc2246,12.0,5.0,7.0,0.0,455.0,236.0,1888.0,180.0
frc7244,12.0,5.0,7.0,0.0,415.0,226.0,1567.0,285.0
frc5603,10.0,3.0,9.0,0.0,490.0,279.0,1918.0,205.0
frc6561,10.0,3.0,9.0,0.0,415.0,223.0,1867.0,175.0
frc6074,10.0,4.0,8.0,0.0,400.0,217.0,1549.0,200.0
frc6649,9.0,3.0,9.0,0.0,430.0,209.0,1490.0,220.0
frc5709,9.0,4.0,8.0,0.0,380.0,220.0,1496.0,205.0
frc7171,7.0,2.0,10.0,0.0,305.0,224.0,1504.0,160.0
frc245,31.0,12.0,0.0,0.0,790.0,240.0,2978.0,355.0
frc4391,30.0,11.0,1.0,0.0,610.0,383.0,2840.0,275.0
frc4970,28.0,9.0,3.0,0.0,550.0,369.0,2711.0,220.0
frc5505,23.0,10.0,2.0,0.0,510.0,203.0,2644.0,275.0
frc6637,21.0,8.0,4.0,0.0,395.0,250.0,2182.0,225.0
frc857,20.0,8.0,4.0,0.0,620.0,207.0,1916.0,165.0
frc6112,20.0,6.0,6.0,0.0,545.0,361.0,2431.0,235.0
frc4956,20.0,8.0,4.0,0.0,495.0,321.0,2278.0,435.0
frc5230,19.0,7.0,5.0,0.0,530.0,223.0,1947.0,235.0
frc4375,18.0,7.0,5.0,0.0,590.0,223.0,2056.0,210.0
frc894,17.0,7.0,5.0,0.0,445.0,236.0,2134.0,205.0
frc4835,16.0,6.0,6.0,0.0,525.0,225.0,1872.0,175.0
frc1322,16.0,7.0,5.0,0.0,525.0,211.0,2161.0,260.0
frc7250,16.0,6.0,6.0,0.0,465.0,254.0,1712.0,215.0
frc4715,16.0,6.0,6.0,0.0,415.0,225.0,1946.0,180.0
frc5702,16.0,7.0,5.0,0.0,375.0,222.0,2243.0,190.0
frc6113,15.0,6.0,6.0,0.0,430.0,196.0,1986.0,190.0
frc6079,15.0,7.0,5.0,0.0,445.0,243.0,1726.0,160.0
frc5486,15.0,6.0,6.0,0.0,450.0,263.0,1806.0,200.0
frc6557,15.0,7.0,5.0,0.0,455.0,179.0,2118.0,215.0
frc904,15.0,6.0,6.0,0.0,455.0,219.0,1743.0,165.0
frc5072,15.0,6.0,6.0,0.0,510.0,231.0,2136.0,245.0
frc7234,15.0,5.0,7.0,0.0,555.0,235.0,1568.0,220.0
frc5547,14.0,5.0,7.0,0.0,590.0,261.0,1659.0,240.0
frc2586,13.0,6.0,6.0,0.0,595.0,157.0,1939.0,345.0
frc6088,13.0,5.0,7.0,0.0,475.0,203.0,1699.0,240.0
frc6581,13.0,6.0,5.0,0.0,430.0,198.0,1706.0,220.0
frc3602,13.0,5.0,7.0,0.0,365.0,226.0,1936.0,200.0
frc7154,12.0,6.0,6.0,0.0,390.0,187.0,1737.0,180.0
frc6345,11.0,4.0,8.0,0.0,460.0,214.0,1344.0,210.0
frc6558,10.0,4.0,8.0,0.0,505.0,190.0,1582.0,250.0
frc5989,10.0,4.0,8.0,0.0,420.0,199.0,1717.0,235.0
frc7020,10.0,4.0,8.0,0.0,405.0,171.0,1501.0,210.0
frc6569,9.0,4.0,8.0,0.0,375.0,187.0,1675.0,190.0
frc3617,8.0,4.0,8.0,0.0,295.0,104.0,1313.0,205.0
frc7156,8.0,4.0,8.0,0.0,290.0,142.0,1465.0,145.0
frc5706,5.0,2.0,10.0,0.0,315.0,144.0,1324.0,230.0
frc4827,4.0,2.0,10.0,0.0,215.0,175.0,1293.0,135.0
frc5213,3.0,1.0,11.0,0.0,430.0,138.0,1356.0,300.0
frc1986,28.0,9.0,3.0,0.0,670.0,361.0,2750.0,240.0
frc6886,27.0,9.0,3.0,0.0,565.0,306.0,2643.0,345.0
frc1723,26.0,10.0,2.0,0.0,590.0,384.0,3256.0,320.0
frc5013,26.0,10.0,2.0,0.0,540.0,272.0,2565.0,295.0
frc5889,26.0,10.0,2.0,0.0,450.0,288.0,2935.0,315.0
frc932,25.0,8.0,4.0,0.0,415.0,357.0,2886.0,390.0
frc2457,23.0,9.0,3.0,0.0,655.0,291.0,2252.0,300.0
frc2352,23.0,8.0,4.0,0.0,615.0,339.0,2602.0,330.0
frc1763,22.0,9.0,3.0,0.0,530.0,300.0,2665.0,350.0
frc5801,22.0,8.0,4.0,0.0,415.0,248.0,2625.0,310.0
frc1764,21.0,7.0,5.0,0.0,495.0,334.0,2478.0,275.0
frc935,21.0,8.0,4.0,0.0,585.0,296.0,2348.0,315.0
frc3284,20.0,8.0,4.0,0.0,515.0,271.0,2517.0,365.0
frc5809,19.0,7.0,5.0,0.0,520.0,269.0,2323.0,335.0
frc1997,18.0,7.0,5.0,0.0,535.0,274.0,2241.0,230.0
frc2164,18.0,7.0,5.0,0.0,430.0,246.0,2144.0,425.0
frc5082,17.0,7.0,5.0,0.0,505.0,244.0,2226.0,305.0
frc1825,17.0,7.0,5.0,0.0,485.0,225.0,2245.0,440.0
frc4809,17.0,7.0,5.0,0.0,335.0,283.0,1953.0,195.0
frc3172,16.0,6.0,6.0,0.0,460.0,234.0,1937.0,255.0
frc5126,16.0,6.0,6.0,0.0,425.0,254.0,2073.0,240.0
frc6542,16.0,6.0,6.0,0.0,480.0,235.0,1624.0,220.0
frc1987,15.0,6.0,6.0,0.0,505.0,319.0,2425.0,310.0
frc5968,15.0,6.0,6.0,0.0,400.0,237.0,1823.0,290.0
frc938,15.0,6.0,6.0,0.0,340.0,239.0,1809.0,260.0
frc2560,13.0,5.0,7.0,0.0,430.0,233.0,2139.0,240.0
frc6805,12.0,4.0,8.0,0.0,530.0,240.0,1565.0,250.0
frc2345,12.0,4.0,8.0,0.0,460.0,252.0,1915.0,335.0
frc1769,12.0,4.0,8.0,0.0,455.0,248.0,1856.0,280.0
frc6817,12.0,5.0,7.0,0.0,435.0,235.0,1534.0,245.0
frc5189,12.0,3.0,9.0,0.0,315.0,289.0,1537.0,205.0
frc937,11.0,4.0,8.0,0.0,410.0,231.0,1457.0,245.0
frc1775,11.0,4.0,8.0,0.0,445.0,213.0,2007.0,295.0
frc5098,11.0,5.0,7.0,0.0,460.0,189.0,1801.0,310.0
frc1737,10.0,4.0,8.0,0.0,425.0,221.0,1482.0,225.0
frc1802,10.0,4.0,8.0,0.0,395.0,223.0,1627.0,205.0
frc6976,10.0,5.0,7.0,0.0,375.0,185.0,1957.0,210.0
frc5141,9.0,3.0,9.0,0.0,470.0,248.0,2116.0,280.0
frc1288,9.0,4.0,8.0,0.0,460.0,221.0,1561.0,290.0
frc2357,8.0,3.0,9.0,0.0,295.0,190.0,1440.0,175.0
frc7064,7.0,2.0,10.0,0.0,390.0,258.0,2011.0,225.0
frc2874,6.0,2.0,10.0,0.0,370.0,197.0,1108.0,225.0
frc1827,6.0,2.0,10.0,0.0,265.0,223.0,1494.0,180.0
frc3581,22.0,10.0,2.0,0.0,595.0,159.0,2489.0,245.0
frc1648,22.0,10.0,2.0,0.0,455.0,191.0,2548.0,315.0
frc4026,22.0,10.0,2.0,0.0,390.0,229.0,2535.0,260.0
frc6829,22.0,9.0,3.0,0.0,520.0,249.0,2496.0,495.0
frc6919,19.0,7.0,5.0,0.0,410.0,370.0,2402.0,270.0
frc1683,19.0,7.0,5.0,0.0,405.0,247.0,2091.0,280.0
frc4941,18.0,7.0,4.0,0.0,400.0,241.0,2017.0,405.0
frc5632,18.0,8.0,4.0,0.0,375.0,202.0,1950.0,250.0
frc6340,17.0,7.0,5.0,0.0,455.0,220.0,2054.0,320.0
frc4193,16.0,6.0,6.0,0.0,400.0,226.0,1894.0,295.0
frc6341,15.0,7.0,5.0,0.0,480.0,177.0,2077.0,360.0
frc6471,14.0,6.0,6.0,0.0,475.0,210.0,2088.0,390.0
frc1261,14.0,6.0,6.0,0.0,375.0,182.0,1666.0,255.0
frc4468,14.0,6.0,6.0,0.0,485.0,181.0,1929.0,320.0
frc5840,12.0,6.0,6.0,0.0,390.0,163.0,1751.0,255.0
frc3329,11.0,5.0,6.0,0.0,325.0,139.0,1619.0,165.0
frc6177,10.0,4.0,8.0,0.0,465.0,279.0,1513.0,345.0
frc7315,10.0,5.0,7.0,0.0,345.0,167.0,1592.0,225.0
frc5848,10.0,4.0,8.0,0.0,300.0,181.0,1533.0,215.0
frc5074,10.0,5.0,7.0,0.0,300.0,170.0,1653.0,210.0
frc3635,9.0,4.0,8.0,0.0,305.0,199.0,1651.0,170.0
frc4516,8.0,3.0,9.0,0.0,360.0,156.0,1528.0,205.0
frc4701,8.0,4.0,8.0,0.0,320.0,145.0,1076.0,225.0
frc4730,6.0,3.0,9.0,0.0,445.0,157.0,1139.0,365.0
frc4240,6.0,3.0,9.0,0.0,335.0,137.0,1549.0,265.0
frc5828,6.0,3.0,8.0,0.0,225.0,150.0,971.0,170.0
frc5802,22.0,7.0,2.0,0.0,545.0,261.0,2035.0,185.0
frc3512,20.0,7.0,2.0,0.0,540.0,162.0,2019.0,215.0
frc687,19.0,7.0,2.0,0.0,325.0,247.0,2152.0,210.0
frc5818,18.0,7.0,2.0,0.0,330.0,223.0,2141.0,205.0
frc1197,17.0,7.0,2.0,0.0,475.0,136.0,1859.0,295.0
frc5124,17.0,8.0,1.0,0.0,330.0,115.0,2060.0,175.0
frc330,16.0,7.0,2.0,0.0,395.0,194.0,1997.0,150.0
frc7051,16.0,7.0,2.0,0.0,365.0,160.0,1693.0,165.0
frc1726,16.0,7.0,2.0,0.0,360.0,148.0,1863.0,115.0
frc5285,16.0,7.0,2.0,0.0,320.0,157.0,1762.0,195.0
frc4019,15.0,6.0,3.0,0.0,455.0,161.0,1482.0,215.0
frc4972,15.0,7.0,2.0,0.0,435.0,102.0,1790.0,150.0
frc968,15.0,6.0,3.0,0.0,360.0,174.0,1714.0,205.0
frc2710,15.0,6.0,3.0,0.0,325.0,167.0,1973.0,185.0
frc2584,14.0,6.0,3.0,0.0,275.0,195.0,1849.0,190.0
frc6833,14.0,6.0,3.0,0.0,505.0,143.0,1410.0,380.0
frc580,13.0,5.0,4.0,0.0,450.0,155.0,1498.0,265.0
frc980,13.0,6.0,3.0,0.0,415.0,97.0,1648.0,170.0
frc2404,13.0,5.0,4.0,0.0,345.0,168.0,1290.0,110.0
frc589,13.0,5.0,4.0,0.0,220.0,159.0,1325.0,160.0
frc599,12.0,4.0,5.0,0.0,455.0,144.0,1400.0,125.0
frc1452,12.0,4.0,5.0,0.0,320.0,216.0,1347.0,155.0
frc7042,12.0,6.0,3.0,0.0,260.0,102.0,1465.0,165.0
frc4141,11.0,5.0,4.0,0.0,330.0,129.0,1291.0,175.0
frc696,11.0,5.0,4.0,0.0,300.0,117.0,1741.0,215.0
frc6668,11.0,4.0,5.0,0.0,230.0,150.0,1471.0,110.0
frc4913,10.0,3.0,6.0,0.0,320.0,149.0,1543.0,135.0
frc3408,10.0,4.0,5.0,0.0,245.0,138.0,1400.0,90.0
frc691,10.0,5.0,4.0,0.0,360.0,129.0,1234.0,190.0
frc5851,10.0,4.0,5.0,0.0,375.0,141.0,1275.0,180.0
