TeamKey,RankingPoints,Wins,Losses,Ties,ClimbPoints,AutoPoints,OwnershipPoints,VaultPoints
frc1519,28.0,10.0,2.0,0.0,610.0,388.0,2700.0,285.0
frc2370,28.0,9.0,3.0,0.0,565.0,341.0,2442.0,225.0
frc88,28.0,10.0,2.0,0.0,450.0,343.0,2841.0,300.0
frc663,26.0,9.0,3.0,0.0,585.0,281.0,2745.0,290.0
frc4564,26.0,9.0,3.0,0.0,570.0,378.0,2865.0,270.0
frc1729,25.0,9.0,3.0,0.0,360.0,293.0,2625.0,245.0
frc61,24.0,8.0,4.0,0.0,670.0,358.0,2831.0,370.0
frc78,23.0,8.0,4.0,0.0,675.0,331.0,2587.0,325.0
frc6329,23.0,8.0,4.0,0.0,495.0,334.0,2339.0,310.0
frc1100,21.0,7.0,5.0,0.0,415.0,323.0,2415.0,215.0
frc4905,21.0,5.0,7.0,0.0,650.0,296.0,2012.0,240.0
frc1153,20.0,7.0,5.0,0.0,590.0,263.0,2024.0,360.0
frc5735,20.0,6.0,6.0,0.0,515.0,327.0,2235.0,325.0
frc2262,20.0,7.0,5.0,0.0,420.0,271.0,2135.0,210.0
frc3555,19.0,8.0,4.0,0.0,670.0,285.0,2497.0,415.0
frc3236,19.0,7.0,5.0,0.0,605.0,322.0,2369.0,295.0
frc23,19.0,7.0,5.0,0.0,560.0,260.0,2416.0,270.0
frc213,19.0,6.0,6.0,0.0,535.0,294.0,1883.0,335.0
frc467,19.0,6.0,6.0,0.0,325.0,302.0,2138.0,280.0
frc1768,17.0,6.0,6.0,0.0,420.0,249.0,1819.0,215.0
frc3623,17.0,7.0,5.0,0.0,510.0,223.0,1992.0,360.0
frc5494,17.0,7.0,5.0,0.0,525.0,226.0,2225.0,230.0
frc3466,16.0,5.0,7.0,0.0,415.0,248.0,1737.0,255.0
frc1991,16.0,7.0,5.0,0.0,395.0,249.0,1844.0,230.0
frc4042,16.0,5.0,7.0,0.0,330.0,282.0,1989.0,165.0
frc716,16.0,5.0,7.0,0.0,455.0,281.0,2157.0,290.0
frc172,13.0,5.0,7.0,0.0,455.0,221.0,1998.0,180.0
frc4987,13.0,2.0,10.0,0.0,375.0,324.0,2079.0,205.0
frc3566,13.0,4.0,8.0,0.0,345.0,246.0,2054.0,210.0
frc1350,13.0,5.0,7.0,0.0,460.0,236.0,1737.0,260.0
frc7164,13.0,4.0,8.0,0.0,505.0,259.0,2029.0,210.0
frc126,13.0,4.0,8.0,0.0,525.0,258.0,1747.0,285.0
frc1831,12.0,5.0,7.0,0.0,495.0,237.0,1991.0,295.0
frc4048,12.0,4.0,8.0,0.0,480.0,250.0,2090.0,245.0
frc5491,12.0,5.0,7.0,0.0,475.0,185.0,1630.0,185.0
frc3719,11.0,4.0,8.0,0.0,450.0,192.0,1591.0,205.0
frc7259,11.0,3.0,9.0,0.0,435.0,311.0,1902.0,190.0
frc1277,11.0,4.0,8.0,0.0,420.0,223.0,1686.0,200.0
frc1786,10.0,4.0,8.0,0.0,305.0,225.0,1752.0,185.0
frc6723,9.0,3.0,9.0,0.0,485.0,215.0,1367.0,240.0
frc2785,8.0,2.0,10.0,0.0,395.0,249.0,1434.0,125.0
frc3538,28.0,11.0,1.0,0.0,585.0,367.0,2950.0,390.0
frc5843,26.0,9.0,3.0,0.0,490.0,345.0,2786.0,235.0
frc573,26.0,10.0,2.0,0.0,615.0,284.0,2448.0,455.0
frc33,26.0,9.0,3.0,0.0,600.0,300.0,2718.0,335.0
frc67,25.0,7.0,5.0,0.0,700.0,299.0,2193.0,260.0
frc5531,22.0,9.0,3.0,0.0,595.0,203.0,2328.0,505.0
frc4680,22.0,9.0,3.0,0.0,435.0,212.0,2467.0,300.0
frc5436,21.0,9.0,3.0,0.0,540.0,237.0,2485.0,325.0
frc5901,19.0,6.0,6.0,0.0,450.0,239.0,1684.0,240.0
frc3547,19.0,8.0,4.0,0.0,410.0,192.0,2141.0,310.0
frc6742,16.0,7.0,5.0,0.0,425.0,183.0,1800.0,305.0
frc5167,16.0,7.0,5.0,0.0,480.0,142.0,1878.0,290.0
frc94,16.0,7.0,5.0,0.0,535.0,184.0,1823.0,280.0
frc1701,16.0,7.0,5.0,0.0,595.0,223.0,2034.0,290.0
frc1481,15.0,7.0,5.0,0.0,425.0,168.0,2137.0,290.0
frc4838,14.0,6.0,6.0,0.0,500.0,189.0,1418.0,285.0
frc4737,14.0,7.0,5.0,0.0,490.0,165.0,2189.0,280.0
frc5467,14.0,6.0,6.0,0.0,450.0,185.0,1795.0,350.0
frc5065,14.0,7.0,5.0,0.0,420.0,125.0,1427.0,350.0
frc835,14.0,6.0,6.0,0.0,350.0,145.0,1885.0,225.0
frc5217,13.0,6.0,5.0,0.0,275.0,126.0,1648.0,190.0
frc1502,13.0,6.0,6.0,0.0,390.0,179.0,1507.0,205.0
frc4768,12.0,5.0,7.0,0.0,510.0,185.0,1416.0,310.0
frc3302,12.0,5.0,7.0,0.0,455.0,178.0,1595.0,285.0
frc5619,12.0,5.0,7.0,0.0,365.0,198.0,1251.0,205.0
frc4854,12.0,5.0,7.0,0.0,340.0,185.0,1591.0,195.0
frc6567,12.0,5.0,7.0,0.0,320.0,186.0,1359.0,240.0
frc7196,12.0,6.0,6.0,0.0,310.0,142.0,1264.0,225.0
frc6096,11.0,5.0,7.0,0.0,400.0,133.0,1310.0,210.0
frc6057,10.0,4.0,8.0,0.0,380.0,154.0,1468.0,170.0
frc6633,9.0,3.0,8.0,0.0,345.0,155.0,933.0,195.0
frc6136,9.0,3.0,9.0,0.0,375.0,194.0,1372.0,255.0
frc7232,9.0,4.0,8.0,0.0,425.0,158.0,1215.0,220.0
frc4758,8.0,4.0,8.0,0.0,345.0,203.0,1553.0,225.0
frc4840,8.0,3.0,9.0,0.0,315.0,144.0,802.0,210.0
frc6862,8.0,4.0,6.0,0.0,175.0,106.0,700.0,165.0
frc5642,7.0,3.0,9.0,0.0,330.0,169.0,1351.0,210.0
frc6150,7.0,3.0,9.0,0.0,320.0,192.0,1018.0,205.0
frc7218,7.0,3.0,8.0,0.0,250.0,140.0,1093.0,255.0
frc5197,6.0,3.0,9.0,0.0,340.0,109.0,1225.0,160.0
frc1918,33.0,12.0,0.0,0.0,680.0,279.0,3182.0,370.0
frc6100,26.0,11.0,1.0,0.0,510.0,226.0,2751.0,340.0
frc4392,22.0,11.0,1.0,0.0,540.0,172.0,2534.0,405.0
frc6121,22.0,8.0,4.0,0.0,400.0,256.0,2019.0,235.0
frc4983,21.0,7.0,5.0,0.0,510.0,245.0,2530.0,270.0
frc6112,20.0,7.0,5.0,0.0,485.0,275.0,2365.0,355.0
frc3767,19.0,8.0,4.0,0.0,510.0,230.0,2457.0,300.0
frc1596,19.0,7.0,5.0,0.0,460.0,245.0,2460.0,200.0
frc5560,18.0,8.0,4.0,0.0,510.0,196.0,2545.0,265.0
frc3688,18.0,7.0,5.0,0.0,470.0,306.0,2633.0,315.0
frc6087,18.0,6.0,6.0,0.0,630.0,250.0,2359.0,275.0
frc3603,16.0,7.0,5.0,0.0,560.0,179.0,2271.0,210.0
frc5086,16.0,6.0,6.0,0.0,555.0,184.0,2190.0,245.0
frc2075,16.0,6.0,6.0,0.0,480.0,257.0,2427.0,325.0
frc6005,16.0,7.0,5.0,0.0,475.0,185.0,1842.0,295.0
frc1896,16.0,7.0,5.0,0.0,400.0,183.0,2112.0,215.0
frc6122,16.0,7.0,5.0,0.0,635.0,189.0,2243.0,275.0
frc7155,15.0,6.0,6.0,0.0,565.0,220.0,2034.0,225.0
frc4376,15.0,6.0,6.0,0.0,510.0,192.0,2293.0,285.0
frc7208,15.0,6.0,6.0,0.0,335.0,184.0,2036.0,105.0
frc3618,14.0,6.0,6.0,0.0,410.0,184.0,1967.0,220.0
frc5424,14.0,5.0,7.0,0.0,520.0,254.0,2341.0,205.0
frc51,14.0,6.0,6.0,0.0,480.0,176.0,1902.0,225.0
frc4398,13.0,6.0,6.0,0.0,525.0,150.0,1982.0,250.0
frc5504,13.0,5.0,7.0,0.0,385.0,208.0,1653.0,170.0
frc6550,13.0,6.0,6.0,0.0,355.0,139.0,1970.0,220.0
frc6097,13.0,5.0,7.0,0.0,340.0,193.0,1950.0,240.0
frc5247,12.0,6.0,5.0,0.0,505.0,118.0,1591.0,240.0
frc1711,12.0,5.0,7.0,0.0,445.0,170.0,2155.0,290.0
frc4956,11.0,4.0,8.0,0.0,340.0,177.0,2014.0,140.0
frc7160,11.0,5.0,7.0,0.0,370.0,185.0,1978.0,200.0
frc5183,11.0,5.0,7.0,0.0,430.0,135.0,1440.0,250.0
frc4377,11.0,4.0,8.0,0.0,590.0,182.0,1827.0,275.0
frc6600,9.0,4.0,8.0,0.0,480.0,162.0,1690.0,125.0
frc6066,9.0,4.0,8.0,0.0,325.0,155.0,1767.0,150.0
frc5562,8.0,4.0,8.0,0.0,370.0,160.0,1753.0,205.0
frc6552,7.0,2.0,9.0,0.0,500.0,148.0,1105.0,270.0
frc6075,7.0,2.0,10.0,0.0,395.0,184.0,1242.0,180.0
frc6627,6.0,3.0,9.0,0.0,410.0,142.0,1559.0,180.0
frc6599,4.0,2.0,10.0,0.0,280.0,184.0,1646.0,145.0
frc3990,27.0,9.0,0.0,0.0,580.0,339.0,2435.0,250.0
frc5528,24.0,8.0,1.0,0.0,580.0,288.0,2021.0,230.0
frc359,24.0,7.0,2.0,0.0,620.0,269.0,2253.0,255.0
frc1772,22.0,8.0,1.0,0.0,530.0,243.0,2290.0,285.0
frc7162,21.0,6.0,3.0,0.0,500.0,256.0,1879.0,230.0
frc3360,19.0,7.0,2.0,0.0,450.0,230.0,1774.0,200.0
frc4947,18.0,6.0,3.0,0.0,480.0,239.0,1790.0,205.0
frc6929,17.0,6.0,3.0,0.0,395.0,206.0,1697.0,170.0
frc5618,17.0,7.0,2.0,0.0,385.0,162.0,1900.0,165.0
frc3379,16.0,5.0,4.0,0.0,540.0,204.0,1747.0,210.0
frc5910,16.0,6.0,2.0,1.0,505.0,267.0,2060.0,235.0
frc6851,15.0,3.0,5.0,1.0,455.0,200.0,1605.0,265.0
frc7053,15.0,6.0,3.0,0.0,305.0,172.0,1411.0,155.0
frc6869,15.0,5.0,4.0,0.0,485.0,202.0,1958.0,270.0
frc6953,15.0,5.0,4.0,0.0,500.0,164.0,1397.0,170.0
frc5439,14.0,5.0,4.0,0.0,520.0,190.0,1957.0,270.0
frc6902,14.0,5.0,4.0,0.0,505.0,163.0,1550.0,180.0
frc6823,14.0,6.0,3.0,0.0,450.0,185.0,1972.0,355.0
frc3386,14.0,5.0,4.0,0.0,360.0,226.0,1762.0,135.0
frc5179,13.0,6.0,3.0,0.0,475.0,128.0,1633.0,145.0
frc4942,13.0,5.0,4.0,0.0,470.0,123.0,1696.0,195.0
frc3996,13.0,4.0,4.0,1.0,450.0,119.0,1562.0,135.0
frc4594,13.0,5.0,4.0,0.0,445.0,179.0,1589.0,185.0
frc6872,13.0,4.0,5.0,0.0,425.0,202.0,1425.0,145.0
frc5440,13.0,4.0,5.0,0.0,385.0,181.0,1349.0,145.0
frc2626,13.0,5.0,4.0,0.0,330.0,152.0,1484.0,175.0
frc296,12.0,5.0,4.0,0.0,385.0,173.0,1435.0,150.0
frc3533,12.0,5.0,4.0,0.0,320.0,172.0,1429.0,155.0
frc3986,12.0,5.0,4.0,0.0,365.0,210.0,1749.0,190.0
frc4952,12.0,5.0,4.0,0.0,475.0,186.0,1647.0,220.0
frc4955,12.0,4.0,5.0,0.0,400.0,184.0,1216.0,195.0
frc7116,12.0,4.0,5.0,0.0,500.0,141.0,1521.0,285.0
frc5865,12.0,4.0,5.0,0.0,470.0,204.0,1487.0,190.0
frc11,11.0,4.0,4.0,1.0,410.0,147.0,1573.0,210.0
frc5994,11.0,4.0,5.0,0.0,400.0,167.0,1291.0,145.0
frc3975,11.0,5.0,4.0,0.0,345.0,163.0,1624.0,190.0
frc6847,11.0,4.0,5.0,0.0,235.0,191.0,1425.0,85.0
frc4950,9.0,3.0,6.0,0.0,545.0,160.0,1404.0,220.0
frc6622,9.0,4.0,5.0,0.0,435.0,168.0,1397.0,160.0
frc4957,9.0,4.0,5.0,0.0,415.0,109.0,1161.0,160.0
frc3550,9.0,4.0,5.0,0.0,395.0,123.0,1358.0,265.0
frc5095,9.0,3.0,6.0,0.0,330.0,150.0,1389.0,190.0
frc3387,8.0,4.0,5.0,0.0,325.0,102.0,1196.0,155.0
frc3117,8.0,3.0,6.0,0.0,315.0,162.0,1143.0,150.0
frc3544,8.0,4.0,5.0,0.0,450.0,119.0,1449.0,205.0
frc6540,8.0,4.0,5.0,0.0,365.0,140.0,1429.0,120.0
frc5553,8.0,3.0,6.0,0.0,390.0,141.0,1573.0,270.0
frc3981,7.0,2.0,7.0,0.0,245.0,207.0,1252.0,100.0
frc5443,6.0,2.0,7.0,0.0,445.0,136.0,750.0,160.0
frc5570,5.0,2.0,7.0,0.0,350.0,89.0,1069.0,150.0
frc3988,5.0,2.0,7.0,0.0,320.0,137.0,1149.0,160.0
frc3532,4.0,1.0,7.0,1.0,440.0,105.0,1043.0,160.0
frc5952,4.0,1.0,6.0,1.0,350.0,70.0,1188.0,95.0
frc3985,2.0,1.0,8.0,0.0,365.0,95.0,885.0,80.0
frc6541,2.0,0.0,9.0,0.0,310.0,116.0,1017.0,145.0
frc2145,25.0,12.0,0.0,0.0,530.0,150.0,2696.0,270.0
frc3535,24.0,8.0,4.0,0.0,805.0,330.0,2470.0,410.0
frc5561,24.0,10.0,2.0,0.0,585.0,195.0,2504.0,285.0
frc5234,23.0,7.0,5.0,0.0,685.0,307.0,2392.0,310.0
frc5114,23.0,8.0,4.0,0.0,680.0,203.0,2411.0,220.0
frc70,23.0,7.0,5.0,0.0,620.0,324.0,2470.0,290.0
frc4994,23.0,8.0,4.0,0.0,485.0,312.0,2480.0,220.0
frc245,22.0,9.0,3.0,0.0,720.0,227.0,2544.0,285.0
frc5517,21.0,7.0,5.0,0.0,630.0,240.0,2336.0,285.0
frc6086,20.0,8.0,4.0,0.0,585.0,197.0,2302.0,320.0
frc5260,19.0,8.0,4.0,0.0,585.0,170.0,2265.0,230.0
frc5224,19.0,7.0,5.0,0.0,520.0,299.0,2087.0,380.0
frc1,19.0,8.0,4.0,0.0,440.0,229.0,2472.0,260.0
frc5150,17.0,7.0,5.0,0.0,540.0,217.0,2088.0,430.0
frc5524,17.0,6.0,6.0,0.0,485.0,227.0,2435.0,215.0
frc894,17.0,7.0,5.0,0.0,475.0,196.0,2387.0,235.0
frc1322,16.0,6.0,6.0,0.0,695.0,218.0,1920.0,255.0
frc5215,16.0,5.0,7.0,0.0,575.0,236.0,1687.0,270.0
frc5282,16.0,7.0,5.0,0.0,440.0,165.0,1983.0,195.0
frc5612,15.0,7.0,5.0,0.0,450.0,175.0,2400.0,260.0
frc5697,14.0,6.0,6.0,0.0,540.0,214.0,2107.0,245.0
frc7223,14.0,6.0,6.0,0.0,470.0,185.0,1942.0,160.0
frc7211,13.0,5.0,7.0,0.0,520.0,191.0,1984.0,445.0
frc6033,13.0,6.0,6.0,0.0,480.0,163.0,2135.0,205.0
frc6091,13.0,5.0,7.0,0.0,470.0,149.0,1510.0,190.0
frc5214,13.0,6.0,4.0,0.0,375.0,144.0,1553.0,250.0
frc5527,12.0,5.0,7.0,0.0,525.0,197.0,2062.0,175.0
frc468,11.0,4.0,8.0,0.0,590.0,182.0,1766.0,185.0
frc5660,11.0,5.0,7.0,0.0,505.0,158.0,1818.0,190.0
frc5641,10.0,4.0,8.0,0.0,340.0,173.0,1795.0,165.0
frc6877,10.0,3.0,9.0,0.0,590.0,220.0,1794.0,255.0
frc6081,10.0,4.0,8.0,0.0,570.0,142.0,1590.0,215.0
frc5166,9.0,4.0,8.0,0.0,450.0,200.0,1570.0,300.0
frc5067,8.0,4.0,8.0,0.0,435.0,94.0,1649.0,165.0
frc3568,7.0,2.0,10.0,0.0,485.0,181.0,1481.0,180.0
frc6610,5.0,2.0,10.0,0.0,345.0,183.0,1421.0,170.0
frc322,4.0,2.0,10.0,0.0,370.0,155.0,1433.0,170.0
frc5251,4.0,2.0,10.0,0.0,250.0,148.0,1552.0,130.0
frc1876,23.0,9.0,0.0,0.0,520.0,228.0,2127.0,205.0
frc4451,23.0,8.0,1.0,0.0,485.0,294.0,2003.0,200.0
frc3824,21.0,7.0,2.0,0.0,370.0,310.0,2227.0,235.0
frc343,20.0,8.0,1.0,0.0,230.0,252.0,2030.0,120.0
frc125,20.0,7.0,2.0,0.0,425.0,303.0,2099.0,225.0
frc1051,19.0,7.0,2.0,0.0,525.0,169.0,1674.0,190.0
frc5472,19.0,8.0,1.0,0.0,415.0,295.0,2360.0,170.0
frc3641,19.0,6.0,3.0,0.0,400.0,319.0,2210.0,210.0
frc2614,17.0,5.0,4.0,0.0,460.0,276.0,1993.0,205.0
frc4020,17.0,6.0,3.0,0.0,415.0,237.0,1966.0,185.0
frc1553,17.0,6.0,3.0,0.0,390.0,199.0,1707.0,160.0
frc1758,17.0,7.0,2.0,0.0,315.0,195.0,1745.0,130.0
frc4582,16.0,6.0,3.0,0.0,325.0,242.0,2045.0,145.0
frc3140,16.0,6.0,3.0,0.0,305.0,186.0,1917.0,200.0
frc2152,16.0,6.0,3.0,0.0,265.0,226.0,1769.0,165.0
frc2383,16.0,6.0,2.0,0.0,330.0,236.0,1779.0,180.0
frc1539,16.0,6.0,3.0,0.0,410.0,162.0,1479.0,130.0
frc1923,15.0,3.0,6.0,0.0,445.0,320.0,1762.0,170.0
frc281,14.0,4.0,5.0,0.0,480.0,195.0,1545.0,200.0
frc4965,14.0,4.0,5.0,0.0,395.0,176.0,1626.0,185.0
frc342,14.0,6.0,3.0,0.0,335.0,182.0,1923.0,200.0
frc263,14.0,6.0,3.0,0.0,330.0,238.0,1776.0,270.0
frc4074,14.0,5.0,4.0,0.0,280.0,169.0,1424.0,95.0
frc4481,13.0,5.0,4.0,0.0,380.0,207.0,1857.0,280.0
frc5317,13.0,5.0,4.0,0.0,360.0,176.0,1813.0,260.0
frc3490,13.0,4.0,5.0,0.0,335.0,223.0,1337.0,170.0
frc5022,13.0,5.0,4.0,0.0,300.0,148.0,1375.0,190.0
frc1319,13.0,5.0,4.0,0.0,235.0,170.0,1791.0,150.0
frc6366,13.0,4.0,5.0,0.0,360.0,223.0,1649.0,175.0
frc283,12.0,4.0,5.0,0.0,445.0,176.0,1274.0,220.0
frc7097,12.0,5.0,4.0,0.0,305.0,138.0,1330.0,105.0
frc5327,12.0,5.0,4.0,0.0,240.0,172.0,1631.0,130.0
frc4267,11.0,3.0,5.0,0.0,295.0,169.0,1417.0,135.0
frc3489,11.0,2.0,6.0,0.0,425.0,182.0,1245.0,100.0
frc4243,11.0,5.0,4.0,0.0,300.0,153.0,1393.0,135.0
frc7085,10.0,3.0,6.0,0.0,400.0,196.0,1284.0,150.0
frc1287,10.0,5.0,4.0,0.0,390.0,127.0,1630.0,225.0
frc6961,10.0,4.0,5.0,0.0,380.0,154.0,1373.0,130.0
frc3651,10.0,3.0,6.0,0.0,355.0,220.0,1363.0,195.0
frc4013,10.0,3.0,6.0,0.0,335.0,210.0,1489.0,155.0
frc6626,10.0,4.0,5.0,0.0,310.0,168.0,1184.0,95.0
frc3410,10.0,4.0,5.0,0.0,300.0,161.0,1428.0,120.0
frc5130,10.0,4.0,5.0,0.0,260.0,163.0,1270.0,115.0
frc4265,10.0,4.0,5.0,0.0,250.0,173.0,1621.0,180.0
frc1398,10.0,4.0,5.0,0.0,240.0,175.0,1533.0,75.0
frc4075,10.0,4.0,5.0,0.0,440.0,179.0,1526.0,180.0
frc2393,9.0,4.0,5.0,0.0,320.0,199.0,1351.0,165.0
frc2187,9.0,3.0,6.0,0.0,250.0,179.0,1397.0,145.0
frc4748,9.0,4.0,4.0,0.0,285.0,131.0,1455.0,195.0
frc4823,9.0,3.0,6.0,0.0,310.0,172.0,1297.0,70.0
frc6693,9.0,2.0,7.0,0.0,330.0,179.0,1270.0,115.0
frc5410,9.0,3.0,6.0,0.0,340.0,196.0,1460.0,155.0
frc4073,9.0,4.0,5.0,0.0,355.0,147.0,1533.0,190.0
frc4083,9.0,4.0,5.0,0.0,355.0,164.0,983.0,210.0
frc1369,8.0,3.0,6.0,0.0,360.0,159.0,1435.0,270.0
frc6167,8.0,2.0,6.0,0.0,355.0,174.0,1133.0,170.0
frc900,8.0,4.0,5.0,0.0,325.0,133.0,1586.0,190.0
frc4847,8.0,4.0,5.0,0.0,265.0,113.0,1094.0,120.0
frc2815,7.0,2.0,7.0,0.0,370.0,152.0,1356.0,165.0
frc5777,7.0,2.0,7.0,0.0,235.0,202.0,1405.0,145.0
frc5063,6.0,2.0,7.0,0.0,275.0,166.0,1071.0,100.0
frc4504,6.0,2.0,7.0,0.0,260.0,149.0,937.0,100.0
frc3976,4.0,2.0,7.0,0.0,185.0,163.0,1105.0,90.0
frc6222,3.0,0.0,9.0,0.0,245.0,182.0,866.0,80.0
frc1023,32.0,10.0,2.0,0.0,725.0,319.0,2712.0,365.0
frc4405,29.0,9.0,3.0,0.0,690.0,334.0,2687.0,335.0
frc3604,29.0,10.0,2.0,0.0,655.0,311.0,2460.0,360.0
frc3536,28.0,10.0,2.0,0.0,685.0,376.0,2550.0,345.0
frc1718,28.0,10.0,2.0,0.0,405.0,315.0,2701.0,305.0
frc862,27.0,9.0,3.0,0.0,615.0,389.0,2896.0,335.0
frc7225,27.0,10.0,2.0,0.0,535.0,303.0,2357.0,530.0
frc4216,25.0,8.0,4.0,0.0,535.0,365.0,2755.0,365.0
frc2834,25.0,9.0,3.0,0.0,460.0,251.0,2675.0,295.0
frc6618,21.0,8.0,4.0,0.0,720.0,238.0,2391.0,475.0
frc3875,20.0,8.0,4.0,0.0,450.0,338.0,2525.0,325.0
frc4384,20.0,7.0,5.0,0.0,420.0,275.0,2439.0,355.0
frc6852,18.0,6.0,6.0,0.0,570.0,283.0,2306.0,395.0
frc5205,18.0,6.0,6.0,0.0,465.0,239.0,2329.0,340.0
frc280,18.0,6.0,6.0,0.0,450.0,244.0,1986.0,280.0
frc1188,18.0,7.0,5.0,0.0,390.0,246.0,2252.0,285.0
frc5523,17.0,5.0,7.0,0.0,370.0,279.0,1992.0,285.0
frc5066,16.0,6.0,6.0,0.0,300.0,255.0,1965.0,190.0
frc5263,16.0,5.0,7.0,0.0,430.0,313.0,2044.0,370.0
frc6101,16.0,5.0,6.0,0.0,450.0,222.0,1832.0,250.0
frc7174,16.0,6.0,6.0,0.0,525.0,237.0,2082.0,445.0
frc6528,15.0,5.0,7.0,0.0,450.0,251.0,1988.0,305.0
frc4327,15.0,6.0,6.0,0.0,440.0,248.0,1909.0,365.0
frc6591,14.0,4.0,8.0,0.0,575.0,274.0,1730.0,270.0
frc2620,14.0,5.0,7.0,0.0,450.0,242.0,1822.0,240.0
frc830,13.0,3.0,9.0,0.0,430.0,259.0,1794.0,255.0
frc3655,13.0,4.0,8.0,0.0,400.0,235.0,1873.0,295.0
frc815,13.0,5.0,7.0,0.0,445.0,239.0,1924.0,295.0
frc6029,13.0,4.0,8.0,0.0,500.0,289.0,1762.0,255.0
frc1528,12.0,4.0,8.0,0.0,555.0,225.0,1577.0,330.0
frc2676,12.0,4.0,8.0,0.0,445.0,255.0,1628.0,295.0
frc123,12.0,4.0,8.0,0.0,415.0,281.0,2053.0,280.0
frc5090,11.0,4.0,8.0,0.0,655.0,238.0,1684.0,390.0
frc6914,11.0,3.0,9.0,0.0,450.0,245.0,1648.0,325.0
frc4810,9.0,3.0,9.0,0.0,445.0,228.0,1596.0,270.0
frc6570,8.0,3.0,9.0,0.0,590.0,215.0,1555.0,300.0
frc4453,7.0,3.0,9.0,0.0,455.0,223.0,1801.0,275.0
frc5225,6.0,3.0,9.0,0.0,505.0,183.0,1650.0,285.0
frc2046,31.0,12.0,0.0,0.0,670.0,361.0,3276.0,390.0
frc4513,31.0,11.0,1.0,0.0,630.0,346.0,3096.0,310.0
frc2811,29.0,10.0,2.0,0.0,620.0,358.0,3036.0,340.0
frc1540,28.0,9.0,3.0,0.0,405.0,286.0,2554.0,195.0
frc5803,27.0,9.0,3.0,0.0,460.0,403.0,2733.0,280.0
frc2733,25.0,9.0,3.0,0.0,380.0,346.0,2684.0,195.0
frc4662,24.0,9.0,3.0,0.0,465.0,239.0,2228.0,210.0
frc1510,23.0,8.0,4.0,0.0,515.0,244.0,2262.0,345.0
frc3711,23.0,9.0,3.0,0.0,510.0,269.0,2358.0,145.0
frc5468,21.0,8.0,4.0,0.0,500.0,248.0,2282.0,225.0
frc3674,19.0,8.0,4.0,0.0,590.0,194.0,2032.0,245.0
frc6831,19.0,7.0,5.0,0.0,415.0,260.0,2494.0,290.0
frc6696,18.0,6.0,6.0,0.0,430.0,257.0,2128.0,235.0
frc5975,18.0,7.0,5.0,0.0,415.0,217.0,1924.0,250.0
frc6845,17.0,6.0,6.0,0.0,445.0,253.0,1999.0,190.0
frc753,17.0,6.0,6.0,0.0,445.0,198.0,1870.0,230.0
frc6445,16.0,6.0,6.0,0.0,395.0,223.0,2069.0,205.0
frc6465,16.0,6.0,6.0,0.0,390.0,220.0,1995.0,235.0
frc1571,15.0,6.0,6.0,0.0,300.0,198.0,1859.0,145.0
frc2411,14.0,6.0,6.0,0.0,495.0,182.0,1816.0,230.0
frc2374,14.0,4.0,8.0,0.0,405.0,271.0,1969.0,185.0
frc4125,14.0,5.0,7.0,0.0,430.0,188.0,1998.0,310.0
frc2550,13.0,4.0,8.0,0.0,435.0,303.0,1697.0,235.0
frc3131,13.0,5.0,7.0,0.0,360.0,172.0,1793.0,160.0
frc7204,13.0,4.0,8.0,0.0,260.0,216.0,1528.0,120.0
frc4692,12.0,5.0,7.0,0.0,350.0,185.0,1649.0,110.0
frc5970,11.0,5.0,7.0,0.0,290.0,188.0,1993.0,145.0
frc1432,11.0,4.0,8.0,0.0,250.0,239.0,1730.0,125.0
frc4127,11.0,3.0,9.0,0.0,440.0,250.0,1760.0,140.0
frc6959,10.0,5.0,7.0,0.0,285.0,195.0,1747.0,100.0
frc3673,9.0,3.0,9.0,0.0,380.0,159.0,1411.0,135.0
frc4051,9.0,4.0,8.0,0.0,335.0,169.0,1404.0,195.0
frc4132,9.0,3.0,9.0,0.0,325.0,174.0,1298.0,170.0
frc2898,8.0,3.0,9.0,0.0,355.0,167.0,1289.0,190.0
frc5085,8.0,2.0,10.0,0.0,290.0,229.0,1471.0,240.0
frc5977,6.0,3.0,9.0,0.0,245.0,140.0,1232.0,120.0
frc7032,4.0,2.0,10.0,0.0,150.0,108.0,1127.0,110.0
frc379,28.0,8.0,1.0,0.0,550.0,302.0,2430.0,240.0
frc3504,24.0,8.0,1.0,0.0,455.0,279.0,1752.0,235.0
frc291,24.0,8.0,1.0,0.0,585.0,318.0,2304.0,275.0
frc3010,23.0,8.0,1.0,0.0,440.0,251.0,1929.0,250.0
frc302,22.0,9.0,0.0,0.0,400.0,207.0,2249.0,295.0
frc4611,21.0,7.0,2.0,0.0,495.0,244.0,2102.0,240.0
frc677,21.0,6.0,3.0,0.0,465.0,255.0,1883.0,200.0
frc4145,20.0,7.0,2.0,0.0,525.0,201.0,2100.0,230.0
frc3777,20.0,7.0,2.0,0.0,445.0,241.0,1645.0,200.0
frc1317,19.0,7.0,2.0,0.0,500.0,245.0,1896.0,270.0
frc554,19.0,6.0,3.0,0.0,500.0,227.0,1837.0,245.0
frc3484,18.0,6.0,3.0,0.0,525.0,286.0,1497.0,285.0
frc247,18.0,6.0,3.0,0.0,505.0,228.0,1925.0,265.0
frc5740,18.0,6.0,3.0,0.0,445.0,256.0,1718.0,245.0
frc4362,17.0,6.0,3.0,0.0,360.0,208.0,1722.0,200.0
