,Unnamed: 0,Unnamed: 0.1,key,nickname,rookie_year,state_prov,team_number,events,OPR,DPR,CCWM
1001,1001,2302,frc2855,BEASTBOT,2009.0,Minnesota,2855,['2018mnmi2'],24.762432114378278,158.27091305571503,-133.50848094133664
1002,1002,2303,frc2856,Planetary Drive,2009.0,Kentucky,2856,['2018tnkn'],53.55932994363448,79.6043989441516,-26.04506900051718
1003,1003,2306,frc2861,Infinity's End,2009.0,Minnesota,2861,['2018mndu2'],94.34993325558523,142.9601604134049,-48.61022715781997
1004,1004,2311,frc2867,ElkLogics,2009.0,Indiana,2867,"['2018incmp', '2018inmis', '2018inpla']",55.92214673946802,62.094278000854295,-6.1721312613863
1005,1005,2312,frc2869,Regal Eagles,2009.0,New York,2869,"['2018nyli', '2018nyrer', '2018nysu']",101.02716207051176,74.70054509197527,26.326616978536457
1006,1006,2314,frc2872,CyberCats,2009.0,New York,2872,"['2018nyli2', '2018nyli']",8.183702503131691,72.02431073252407,-63.840608229392416
1007,1007,2316,frc2874,Iron Eagles,2009.0,Missouri,2874,"['2018iacf', '2018mokc']",12.650058777061435,159.84167512072963,-147.19161634366827
1008,1008,2317,frc2875,CyberHawks,2009.0,New York,2875,"['2018nyli2', '2018nysu']",61.01151284978716,40.21701325352399,20.79449959626317
1009,1009,2318,frc2876,Devilbotz,2009.0,Massachusetts,2876,"['2018marea', '2018nhgrs']",111.58344460329755,98.1872882869323,13.396156316365271
1010,1010,2319,frc2877,LigerBots,2009.0,Massachusetts,2877,"['2018mabos', '2018marea', '2018necmp']",177.376711795781,56.85306615941452,120.52364563636642
1011,1011,2320,frc2879,Oriole Robotics,2009.0,Minnesota,2879,['2018mnmi'],46.48315988293481,39.382427589683004,7.100732293251772
1012,1012,2322,frc2881,Lady Cans,2009.0,Texas,2881,"['2018txho', '2018txpa']",62.76128142810841,94.26895950165226,-31.50767807354391
1013,1013,2323,frc2882,Nuts n Boltz,2009.0,Texas,2882,['2018txpa'],70.6574199715362,133.35408085820126,-62.696660886665136
1014,1014,2324,frc2883,F.R.E.D (Fighting Rednecks Engineering and Design),2009.0,Minnesota,2883,"['2018mnmi2', '2018ndgf']",110.86983823058684,68.03024485564455,42.83959337494225
1015,1015,2329,frc2890,The Hawk Collective,2009.0,Virginia,2890,"['2018chcmp', '2018vabla', '2018vapor']",101.44475378076255,91.86163080829459,9.58312297246794
1016,1016,2333,frc2895,Blazenbots,2009.0,New York,2895,['2018nyny'],71.20503949339071,101.14122636843203,-29.9361868750414
1017,1017,2334,frc2896,MechaMonarchs,2009.0,Hawaii,2896,['2018hiho'],75.44785951993893,75.59095464646684,-0.14309512652785772
1018,1018,2335,frc2897,R3 - Rapoport Raven Robotics,2009.0,Texas,2897,['2018txpa'],12.149984201142473,131.48008867354227,-119.33010447239978
1019,1019,2336,frc2898,Flying Hedgehogs,2009.0,Oregon,2898,"['2018orlak', '2018orore']",39.73969075527657,134.4436815120705,-94.70399075679393
1020,1020,2337,frc2900,The Mighty Penguins,2009.0,District of Columbia,2900,"['2018mdoxo', '2018vagdc']",46.02885260867859,85.1340247366552,-39.10517212797666
1021,1021,2340,frc2903,NeoBots,2009.0,Washington,2903,"['2018wamou', '2018wasno']",85.75012301785577,71.91965028425078,13.830472733605006
1022,1022,2342,frc2905,Sultans of Turkiye,2009.0,Istanbul,2905,"['2018cmptx', '2018ilch', '2018tuis']",74.69010959410755,92.80343931109482,-18.113329716987234
1023,1023,2343,frc2906,Sentinel Prime Robotics,2009.0,Washington,2906,"['2018cmptx', '2018pncmp', '2018waahs', '2018waamv']",84.70155547636189,109.3287201047291,-24.627164628367343
1024,1024,2344,frc2907,Lion Robotics,2009.0,Washington,2907,"['2018waahs', '2018waamv', '2018wamou']",78.18654505662496,94.94062692652089,-16.754081869895927
1025,1025,2347,frc2910,Jack in the Bot,2009.0,Washington,2910,"['2018cmptx', '2018pncmp', '2018wamou', '2018wasno']",187.6109090647213,33.9781884444176,153.63272062030376
1026,1026,2349,frc2912,Panthers,2009.0,District of Columbia,2912,"['2018mdoxo', '2018vagdc']",39.08216921293789,118.9798718561828,-79.89770264324486
1027,1027,2351,frc2914,TIGER PRIDE ,2009.0,District of Columbia,2914,"['2018chcmp', '2018mdoxo', '2018nyli', '2018vagdc']",68.90557693615668,88.84614647737632,-19.940569541219666
1028,1028,2352,frc2915,Pandamonium,2009.0,Oregon,2915,"['2018orlak', '2018wayak']",50.04803828056445,110.519321067454,-60.4712827868896
1029,1029,2353,frc2916,Bionic Bears,2009.0,Florida,2916,['2018flor'],9.964404939460021,102.1781046764671,-92.2136997370071
1030,1030,2363,frc2926,Robo Sparks,2009.0,Washington,2926,"['2018waamv', '2018wayak']",18.30323986767445,142.85348591569243,-124.55024604801802
1031,1031,2364,frc2927,Pi Rho Techs,2009.0,Washington,2927,"['2018waahs', '2018waamv']",62.33126813705279,105.53003338309965,-43.198765246046975
1032,1032,2365,frc2928,Viking Robotics,2009.0,Washington,2928,"['2018cmptx', '2018pncmp', '2018waahs', '2018wasno']",101.7702591725543,100.42432599776915,1.345933174785183
1033,1033,2366,frc2929,JAGBOTS,2009.0,Washington,2929,"['2018waahs', '2018waamv']",41.666905095533,117.50004830038057,-75.83314320484753
1034,1034,2367,frc2930,Sonic Squirrels,2009.0,Washington,2930,"['2018pncmp', '2018wamou', '2018wasno']",128.9332036472197,95.78118830365689,33.15201534356277
1035,1035,2371,frc2935,NACI Robotics,2009.0,Ontario,2935,"['2018onham', '2018onto1']",97.54911084122227,110.51918307223791,-12.970072231015656
1036,1036,2376,frc2942,Panda Robotics,2009.0,Washington,2942,"['2018waahs', '2018waamv']",47.27994664805796,134.2455384372074,-86.96559178914933
1037,1037,2378,frc2944,Titanium Tigers,2009.0,Washington,2944,"['2018pncmp', '2018waspo', '2018wayak']",54.10299350079888,104.61677357459399,-50.51378007379509
1038,1038,2379,frc2945,Steel Mustangs,2009.0,Colorado,2945,['2018code'],42.379707780081226,119.3441437511736,-76.96443597109243
1039,1039,2384,frc2950,Devastators,2009.0,Texas,2950,['2018txho'],2.8977112017200986,125.05919209157047,-122.1614808898504
1040,1040,2389,frc2957,Knights,2009.0,Minnesota,2957,['2018iacf'],72.95287361292259,115.76935608292123,-42.81648246999862
1041,1041,2391,frc2959,Robotarians,2009.0,Michigan,2959,"['2018micmp4', '2018milak', '2018mishe', '2018misjo']",155.75147910595055,83.01378813861189,72.73769096733912
1042,1042,2392,frc2960,Automation Nation,2009.0,Michigan,2960,"['2018inpla', '2018mimil', '2018mitry']",131.5256209618132,96.71507432731403,34.810546634499225
1043,1043,2393,frc2961,Crimson Tide Engineers/ Coolidge Colts,2009.0,District of Columbia,2961,"['2018mdedg', '2018vagdc']",68.29542762967264,110.66015901457993,-42.36473138490723
1044,1044,2396,frc2964,Robopanthers,2009.0,District of Columbia,2964,"['2018mdedg', '2018mdoxo']",52.77612276555561,94.42539995031363,-41.64927718475802
1045,1045,2398,frc2966,Tiger Tech,2009.0,Texas,2966,['2018txho'],74.90119322089966,117.71199922242945,-42.81080600152986
1046,1046,2400,frc2969,Aftermath,2009.0,Texas,2969,['2018txsa'],5.28676363784594,151.78992419098645,-146.5031605531404
1047,1047,2403,frc2972,RC Dawson,2009.0,Colorado,2972,['2018utwv'],65.30201785065265,87.27683954091337,-21.974821690260683
1048,1048,2404,frc2973,Mad Rockers,2009.0,Alabama,2973,"['2018alhu', '2018tnkn']",82.09552086495935,52.356720635435565,29.738800229523804
1049,1049,2405,frc2974,Walton Robotics,2009.0,Georgia,2974,"['2018cmptx', '2018gacmp', '2018gacol', '2018gadal']",142.6201192050595,72.49663738527873,70.1234818197807
1050,1050,2407,frc2976,Spartabots,2009.0,Washington,2976,"['2018cmptx', '2018pncmp', '2018waamv', '2018wamou']",125.16018627926162,65.55900154193114,59.60118473733045
1051,1051,2408,frc2977,Sir Lancer Bots,2009.0,Minnesota,2977,"['2018mndu', '2018wila']",143.02166511645976,59.62064752264366,83.40101759381606
1052,1052,2409,frc2978,Cavaliers,2009.0,Missouri,2978,['2018mosl'],55.04070060007875,95.41040446345963,-40.36970386338092
1053,1053,2411,frc2980,The Whidbey Island Wild Cats,2009.0,Washington,2980,"['2018cmptx', '2018wamou', '2018wasno']",108.74521433889399,100.29842347378717,8.446790865106866
1054,1054,2415,frc2984,The Vikings,2009.0,California,2984,['2018casd'],127.7356779738357,126.48558682299364,1.2500911508420476
1055,1055,2417,frc2986,ASTEC NASA Explorers,2009.0,Oklahoma,2986,['2018okok'],50.73889574809447,105.90837953561719,-55.16948378752252
1056,1056,2418,frc2987,Rogue Robotics,2009.0,Minnesota,2987,"['2018cmpmi', '2018iacf', '2018mndu2']",153.806992275018,53.71600521891327,100.09098705610472
1057,1057,2419,frc2988,RoboGenesis,2009.0,Virginia,2988,"['2018mdedg', '2018vahay']",40.46827271913553,126.2893835718865,-85.82111085275102
1058,1058,2420,frc2989,Star Tech,2009.0,Minnesota,2989,['2018mndu2'],105.71226203974194,86.23133413588786,19.48092790385404
1059,1059,2421,frc2990,Hotwire,2009.0,Oregon,2990,"['2018cmptx', '2018orwil', '2018pncmp', '2018waspo']",147.1085297387994,67.49232868537139,79.61620105342804
1060,1060,2423,frc2992,The S.S. Prometheus,2009.0,Louisiana,2992,"['2018arli', '2018cmptx', '2018lake']",143.8196199715773,38.36081531132538,105.45880466025201
1061,1061,2424,frc2993,InTech MegaBots,2009.0,Utah,2993,['2018utwv'],35.04303821654733,167.51021420058055,-132.46717598403325
1062,1062,2425,frc2994,ASTECHZ,2009.0,Ontario,2994,"['2018onnob', '2018onosh']",95.64738867256861,109.81762433928183,-14.17023566671321
1063,1063,2427,frc2996,Cougars Gone Wired,2009.0,Colorado,2996,"['2018code', '2018utwv']",171.6321835829468,60.96913623625659,110.66304734669009
1064,1064,2428,frc2998,VikingBots,2009.0,Virginia,2998,"['2018vagle', '2018vapor']",49.120806103242835,80.96618045180716,-31.845374348564306
1065,1065,2430,frc3000,Jeffersontown Robochargers,2009.0,Kentucky,3000,['2018tnkn'],[],[],[]
1066,1066,2433,frc3003,TAN(X),2009.0,New York,3003,"['2018nyro', '2018nyrra', '2018nyut']",97.84134171830925,84.80236351012039,13.038978208188869
1067,1067,2434,frc3004,Bronx Knights,2009.0,New York,3004,['2018nyny'],8.34948740425023,107.42835169168444,-99.07886428743426
1068,1068,2435,frc3005,RoboChargers,2009.0,Texas,3005,"['2018cmptx', '2018code', '2018txda']",197.17425483791257,3.013038257769143,194.16121658014362
1069,1069,2436,frc3006,Red Rock Robotics,2009.0,Utah,3006,"['2018cmptx', '2018idbo', '2018utwv']",37.97455272148176,136.70483545794548,-98.73028273646362
1070,1070,2437,frc3007,Robotitans,2009.0,Minnesota,3007,['2018ndgf'],63.55258041235456,124.17727819240191,-60.624697780047214
1071,1071,2438,frc3008,Team Magma,2009.0,Hawaii,3008,"['2018ausc', '2018cmptx', '2018hiho']",116.0004229674983,102.30253018450307,13.697892782995288
1072,1072,2439,frc3009,High Scalers,2009.0,Nevada,3009,"['2018azfl', '2018nvlv']",106.74688554517705,125.01156970694376,-18.26468416176678
1073,1073,2440,frc3010,The Red Plague,2009.0,Ohio,3010,['2018ohmv'],132.26147774893067,82.41584576558468,49.84563198334613
1074,1074,2441,frc3011,RoboWarriors,2009.0,Hessen,3011,"['2018abca', '2018nvlv']",71.40144996497254,102.37152329022896,-30.970073325256454
1075,1075,2443,frc3013,Zombots,2009.0,California,3013,['2018cada'],62.68050936752631,93.72536473976822,-31.044855372241827
1076,1076,2445,frc3015,Ranger Robotics,2009.0,New York,3015,"['2018cmpmi', '2018nyli2', '2018nyro']",70.19481733831341,43.62614062578232,26.568676712531044
1077,1077,2447,frc3017,Patriots,2009.0,New York,3017,['2018nysu'],91.46239570720435,102.91867124930799,-11.456275542103633
1078,1078,2448,frc3018,Nordic Storm,2009.0,Minnesota,3018,['2018mnmi'],73.62768780135409,94.91086601169286,-21.283178210338757
1079,1079,2449,frc3019,Firebirds,2009.0,Arizona,3019,"['2018azfl', '2018azpx', '2018cmptx']",76.37355309903731,112.31145671125154,-35.937903612214306
1080,1080,2451,frc3021,The  Agency,2009.0,California,3021,"['2018casd', '2018nvlv']",136.88997239914465,81.93051302554903,54.95945937359568
1081,1081,2453,frc3023,STARK Industries,2009.0,Minnesota,3023,['2018mnmi'],73.8400899747054,54.4605394676013,19.379550507104163
1082,1082,2454,frc3024,My Favorite Team,2009.0,Oregon,3024,"['2018orlak', '2018orwil', '2018pncmp']",92.73536350524928,111.8210444921667,-19.08568098691743
1083,1083,2456,frc3026,Orange Crush,2009.0,Minnesota,3026,"['2018iacf', '2018mnmi']",148.7326370982948,74.14704483000511,74.58559226828973
1084,1084,2458,frc3028,Robot Commando Squad,2009.0,Texas,3028,['2018txsa'],30.107207667924158,163.63416117250938,-133.52695350458507
1085,1085,2459,frc3029,T-STEM Titans,2009.0,Texas,3029,['2018txel'],76.34059940506395,166.30905564673807,-89.96845624167413
1086,1086,2461,frc3034,Galileo,2009.0,HaZafon,3034,"['2018iscmp', '2018isde1', '2018isde3']",108.88657035085281,76.83856988824122,32.04800046261166
1087,1087,2462,frc3035,Droid Rage,2009.0,Texas,3035,['2018txsa'],73.95766353074681,123.22955017050984,-49.2718866397631
1088,1088,2463,frc3036,DROBA Warriors,2009.0,Minnesota,3036,['2018mndu2'],65.9139352723688,76.70685529682152,-10.79292002445267
1089,1089,2464,frc3037,GLOBOTS,2009.0,Texas,3037,['2018txda'],27.227884838208603,39.72605262950408,-12.498167791295437
1090,1090,2465,frc3038,ICE,2009.0,Minnesota,3038,"['2018cmpmi', '2018mnmi']",150.35477217828378,98.31909978320441,52.03567239507966
1091,1091,2466,frc3039,Wildcat Robotics,2009.0,Louisiana,3039,"['2018arli', '2018lake']",111.2066737536218,81.35844820394797,29.848225549673817
1092,1092,2469,frc3042,Cobalt Catalysts,2009.0,Minnesota,3042,"['2018mndu', '2018mnmi2']",119.10605093486541,81.88933743383035,37.21671350103504
1093,1093,2470,frc3043,Dragons,2009.0,Texas,3043,['2018txel'],91.53588383104946,88.80132740322418,2.734556427825167
1094,1094,2471,frc3044,Team 0xBE4,2009.0,New York,3044,"['2018cmpmi', '2018nytr', '2018nyut']",115.91063364560867,75.55249816031781,40.358135485290944
1095,1095,2472,frc3045,The Gear Gremlins,2009.0,California,3045,"['2018cafr', '2018casd']",36.707800100563915,111.22964776539666,-74.52184766483279
1096,1096,2475,frc3049,BremerTron,2009.0,Washington,3049,"['2018waahs', '2018wamou']",7.193963893185156,158.1562647596827,-150.96230086649746
1097,1097,2478,frc3054,IceStorm,2009.0,Minnesota,3054,['2018mndu2'],24.753720347529068,142.2569357705547,-117.50321542302561
1098,1098,2479,frc3055,Furious George,2009.0,Minnesota,3055,"['2018mndu', '2018wila']",66.16556064132556,113.29461275190175,-47.12905211057619
1099,1099,2482,frc3058,AnnDroids,2009.0,Minnesota,3058,"['2018mndu', '2018mnmi']",75.27247238337884,117.3490864367296,-42.07661405335077
1100,1100,2485,frc3061,Huskie Robotics,2009.0,Illinois,3061,"['2018ilch', '2018paca']",66.7867509141532,109.11666743884007,-42.32991652468691
1101,1101,2486,frc3062,Spartan Robotics,2009.0,Pennsylvania,3062,['2018paca'],88.60183877017491,148.59751463161115,-59.995675861436276
1102,1102,2489,frc3065,Jatt High School,2009.0,HaMerkaz,3065,"['2018iscmp', '2018isde2', '2018isde4']",95.362925709831,150.590833659016,-55.22790794918495
1103,1103,2490,frc3067,Robovikes,2009.0,Illinois,3067,['2018ilch'],7.0274919353447745,125.46885225991286,-118.44136032456798
1104,1104,2492,frc3070,Team Pronto,2009.0,Washington,3070,"['2018wamou', '2018wasno']",97.75099093249315,103.32978457742004,-5.5787936449268996
1105,1105,2494,frc3072,Backwoods Bots,2009.0,Virginia,3072,['2018vapor'],112.88287697722322,56.56454603942581,56.318330937797434
1106,1106,2497,frc3075,Ha-Dream Team,2009.0,HaMerkaz,3075,"['2018cmptx', '2018iscmp', '2018isde2', '2018isde3']",131.59181871940132,67.1379167090983,64.453902010303
1107,1107,2502,frc3081,RoboEagles,2009.0,Minnesota,3081,"['2018mnmi', '2018wimi']",59.18352373752608,73.2840911469455,-14.100567409419362
1108,1108,2503,frc3082,Chicken Bot Pie,2009.0,Minnesota,3082,"['2018cmpmi', '2018mndu', '2018mnmi2']",104.72324704631941,130.99598923149676,-26.27274218517733
1109,1109,2504,frc3083,Artemis,2009.0,HaZafon,3083,"['2018iscmp', '2018isde2', '2018isde3']",103.49799111132795,98.29329630601296,5.204694805314957
1110,1110,2510,frc3090,Ramhawks,2009.0,Minnesota,3090,['2018wila'],34.91300431994419,133.31066649119737,-98.3976621712529
1111,1111,2511,frc3091,100 Scholars,2009.0,Georgia,3091,"['2018gacol', '2018gadal']",27.896033097884345,113.64697578925664,-85.75094269137227
1112,1112,2516,frc3096,The Village Bulldogs,2009.0,Michigan,3096,"['2018micen', '2018miliv']",91.57400449676874,50.03017779779458,41.54382669897414
1113,1113,2518,frc3098,The Captains,2009.0,Michigan,3098,"['2018micen', '2018micmp3', '2018miwmi']",162.64054045152605,48.407884596346356,114.23265585517963
1114,1114,2519,frc3100,Lightning Turtles,2009.0,Minnesota,3100,"['2018mndu', '2018wila']",149.78408837658324,48.03193304870753,101.75215532787567
1115,1115,2520,frc3102,Tech-No-Tigers,2009.0,Minnesota,3102,"['2018mnmi', '2018ndgf']",87.8799831128782,78.05790400998816,9.82207910289005
1116,1116,2521,frc3103,Iron Plaid,2009.0,Texas,3103,"['2018cmptx', '2018txho', '2018txpa']",37.341136352800554,99.84851434363722,-62.507377990836645
1117,1117,2522,frc3104,The Cyber Rams,2009.0,Connecticut,3104,"['2018cthar', '2018ctsct']",44.54726426286722,156.02167705286925,-111.474412790002
1118,1118,2528,frc3110,SeaBots,2009.0,Illinois,3110,['2018ilch'],47.81416332181723,148.23555252658238,-100.42138920476518
1119,1119,2534,frc3117,Harfangs,2009.0,Québec,3117,"['2018cmpmi', '2018nytr', '2018qcmo']",97.06919027850671,97.23221699903468,-0.16302672052803757
1120,1120,2536,frc3120,RoboKnights,2009.0,California,3120,['2018cave'],79.47154976296093,78.78728612904911,0.6842636339118382
1121,1121,2538,frc3122,The Alluminators,2009.0,Minnesota,3122,['2018mndu'],55.08139685271652,140.88142942846318,-85.80003257574663
1122,1122,2543,frc3128,Aluminum Narwhals,2010.0,California,3128,"['2018casd', '2018cmptx', '2018idbo']",152.74296365885976,27.602950393946905,125.1400132649131
1123,1123,2545,frc3130,The ERRORs,2010.0,Minnesota,3130,"['2018cmpmi', '2018mnmi2', '2018ndgf', '2018wimi']",172.19255454847988,30.546886205407436,141.64566834307251
1124,1124,2546,frc3131,Gladiators,2010.0,Oregon,3131,"['2018orlak', '2018orore']",49.066935846675435,128.65351401654596,-79.58657816987056
1125,1125,2547,frc3132,Thunder Down Under,2010.0,New South Wales,3132,"['2018ausc', '2018ausp', '2018casj', '2018cmptx']",107.03051993389484,102.93665586980484,4.093864064089964
1126,1126,2548,frc3133,Coronado Robotics,2010.0,Arizona,3133,['2018azpx'],6.836012292337506,65.35995695849365,-58.52394466615614
1127,1127,2549,frc3134,The Accelerators ,2010.0,Minnesota,3134,['2018ndgf'],21.033884846432528,111.08239835599558,-90.04851350956297
1128,1128,2551,frc3136,Official Robotics Constructors of Ashland,2010.0,Virginia,3136,"['2018chcmp', '2018vabla', '2018vagle', '2018vapor']",85.60935816523717,105.2525700619185,-19.643211896681347
1129,1129,2552,frc3137,T-Birds ,2010.0,New York,3137,['2018nyli'],157.55379118362364,51.96330660358253,105.59048458004101
1130,1130,2553,frc3138,Innovators Robotics,2010.0,Ohio,3138,"['2018ohcl', '2018ohmv']",70.39996023436535,124.45673933208714,-54.05677909772174
1131,1131,2554,frc3139,Omega,2010.0,Alabama,3139,['2018alhu'],60.45513721947934,120.38386321874995,-59.92872599927065
1132,1132,2555,frc3140,Flagship,2010.0,Tennessee,3140,"['2018cmptx', '2018scmb', '2018tnkn']",137.52827663330422,72.61222457903075,64.91605205427342
1133,1133,2557,frc3142,Aperture,2010.0,New Jersey,3142,"['2018mrcmp', '2018njfla', '2018njski']",95.49617721969764,105.60390165086113,-10.107724431163476
1134,1134,2560,frc3145,TeraViks,2010.0,Idaho,3145,"['2018cmptx', '2018idbo']",138.1585450043993,79.01914783643697,59.13939716796203
1135,1135,2561,frc3146,GRANBY GRUNTS,2010.0,Connecticut,3146,"['2018cthar', '2018rismi']",102.73534089657693,118.60305127758065,-15.867710381003706
1136,1136,2562,frc3147,Munster HorsePower,2010.0,Indiana,3147,"['2018incmp', '2018inmis', '2018inwla']",62.352818968367494,74.39875748297318,-12.045938514605687
1137,1137,2566,frc3151,Cyberstorm,2010.0,New Jersey,3151,"['2018njtab', '2018pawch']",56.17253596916407,127.43307598334994,-71.26054001418582
1138,1138,2567,frc3152,KTC-Monsters,2010.0,Oklahoma,3152,['2018okok'],46.73704004224278,115.33323591074189,-68.59619586849911
1139,1139,2571,frc3157,Eastridge Robotics,2010.0,New York,3157,['2018nyro'],47.96355755484895,114.96369589457507,-67.00013833972599
1140,1140,2572,frc3158,TECBOT,2010.0,Mexico,3158,"['2018cmptx', '2018mxmo', '2018txel']",62.93434898253123,121.3310694308093,-58.39672044827801
1141,1141,2573,frc3160,F. R. O. G.,2010.0,Oklahoma,3160,"['2018arli', '2018okok']",84.85818743072181,117.34793439205887,-32.489746961337154
1142,1142,2574,frc3161,Tronic Titans,2010.0,Ontario,3161,"['2018oncmp1', '2018onham', '2018onwat']",115.12207491933742,84.84909582038146,30.27297909895592
1143,1143,2576,frc3163,ROARBOTS,2010.0,Oklahoma,3163,['2018okok'],85.58615659799202,90.79199763874578,-5.205841040753811
1144,1144,2577,frc3164,Stealth Tigers,2010.0,Florida,3164,"['2018cmptx', '2018flor', '2018flwp']",108.87797195971626,75.83648858731725,33.04148337239893
1145,1145,2579,frc3166,First Year Ravens,2010.0,Utah,3166,['2018utwv'],54.953293954411016,129.572885895422,-74.61959194101105
1146,1146,2584,frc3171,HURRICANES,2010.0,New York,3171,"['2018nyli2', '2018paca']",77.12132320695966,26.36731130932299,50.754011897636666
1147,1147,2585,frc3172,HorsePOWER,2010.0,Kansas,3172,['2018mokc'],26.957420620305154,145.57528545738845,-118.6178648370833
1148,1148,2586,frc3173,IgKnighters,2010.0,New York,3173,"['2018nyro', '2018nyut']",65.85893753313545,125.4912956879283,-59.63235815479291
1149,1149,2588,frc3175,Knight Vision,2010.0,Michigan,3175,"['2018cmpmi', '2018micen', '2018mimar']",60.61722943220913,56.58614241230754,4.031087019901612
1150,1150,2589,frc3176,Purple Precision,2010.0,Indiana,3176,"['2018incmp', '2018inmis', '2018inwla']",77.80631699559069,74.55012806480585,3.25618893078486
1151,1151,2591,frc3179,The A.N.T.,2010.0,Oklahoma,3179,"['2018okok', '2018txda']",97.91077173503848,74.25168112479417,23.65909061024432
1152,1152,2592,frc3180,Blaise of Glory,2010.0,Indiana,3180,"['2018inpla', '2018inwla']",85.46678307283896,138.65923059511803,-53.19244752227905
1153,1153,2593,frc3181,Pittsford Panthers,2010.0,New York,3181,['2018nyro'],31.783777710782072,168.5315491563559,-136.74777144557385
1154,1154,2594,frc3182,Athena's Warriors,2010.0,Connecticut,3182,"['2018cthar', '2018ctwat']",83.1735993116147,95.92085348109177,-12.747254169477014
1155,1155,2596,frc3184,Blaze Robotics,2010.0,Minnesota,3184,"['2018mnmi', '2018mokc2']",132.68963719563808,65.47949808727753,67.21013910836035
1156,1156,2599,frc3187,Arcadia Titan Robotics,2010.0,Arizona,3187,"['2018azfl', '2018azpx']",82.50296487156572,95.03396016314633,-12.53099529158062
1157,1157,2601,frc3189,Circuit Breakers,2010.0,California,3189,"['2018cada', '2018cafr']",79.3151689791193,85.73198214362444,-6.416813164505186
1158,1158,2605,frc3193,Falco Tech,2010.0,Ohio,3193,"['2018ohcl', '2018ohmv']",82.20560530422938,142.57987462072833,-60.37426931649898
1159,1159,2608,frc3196,Team SPORK,2010.0,North Carolina,3196,"['2018ncash', '2018nccmp', '2018ncpem']",102.15845297214501,97.12290481691208,5.035548155232932
1160,1160,2609,frc3197,HexHounds,2010.0,Wisconsin,3197,"['2018cmpmi', '2018mosl', '2018wimi']",152.73343864408378,64.88684556656654,87.84659307751728
1161,1161,2611,frc3200,Raptacon,2010.0,Colorado,3200,"['2018code', '2018utwv']",73.29010576009992,84.30343589244485,-11.013330132344892
1162,1162,2612,frc3201,Ross Rambotics,2010.0,Ohio,3201,"['2018ohmv', '2018tnkn']",35.853171128341366,129.02985552751778,-93.17668439917637
1163,1163,2613,frc3202,KnightBots,2010.0,Minnesota,3202,['2018mnmi2'],101.3450617301115,60.88685907496036,40.45820265515123
1164,1164,2615,frc3204,Steampunk Penguins,2010.0,New York,3204,['2018nyny'],50.712656114583545,93.5404793191556,-42.827823204572056
1165,1165,2616,frc3205,Patriots,2010.0,Massachusetts,3205,"['2018marea', '2018nhgrs']",67.70799849180995,106.0234844488488,-38.31548595703886
1166,1166,2617,frc3206,Royal T-Wrecks,2010.0,Minnesota,3206,"['2018iacf', '2018wila']",86.58955644468948,87.44997295000277,-0.8604165053132817
1167,1167,2622,frc3211,The Y Team,2010.0,HaDarom,3211,"['2018iscmp', '2018isde1', '2018isde4']",84.41889334000108,122.14069990429182,-37.721806564290716
1168,1168,2623,frc3212,YME Stingbots,2010.0,Minnesota,3212,['2018mndu2'],105.5488897418124,55.59146065122109,49.957429090591226
1169,1169,2626,frc3215,Apollo,2010.0,North Carolina,3215,"['2018ncgre', '2018ncwin']",32.78495738551997,98.69781715687097,-65.91285977135104
1170,1170,2627,frc3216,Missoula Robotics Team (MRT),2010.0,Montana,3216,['2018abca'],106.04795238647573,85.49126958658113,20.55668279989464
1171,1171,2629,frc3218,Panther Robotics,2010.0,Washington,3218,"['2018cmptx', '2018pncmp', '2018wasno', '2018wayak']",140.75708688943715,70.65311832195786,70.10396856747923
1172,1172,2630,frc3219,TREAD,2010.0,Washington,3219,"['2018waahs', '2018waamv']",91.1497162573634,69.73680728524158,21.412908972121716
1173,1173,2631,frc3220,Mechanics of Mayhem,2010.0,Washington,3220,"['2018waspo', '2018wayak']",91.77274589607522,82.72891289869858,9.043832997376622
1174,1174,2634,frc3223,Robotics Of Central Kitsap,2010.0,Washington,3223,"['2018cmptx', '2018pncmp', '2018waamv', '2018waspo', '2018wayak']",111.097280728372,88.38984951509585,22.70743121327617
1175,1175,2636,frc3225,Wolverine Robotics,2010.0,Utah,3225,['2018utwv'],21.72609360856885,180.8906976548841,-159.16460404631528
1176,1176,2640,frc3229,Hawktimus Prime,2010.0,North Carolina,3229,"['2018cmptx', '2018ncash', '2018nccmp', '2018ncpem']",91.85194489460831,126.7640981471172,-34.91215325250886
1177,1177,2641,frc3230,PrototypeX,2010.0,Utah,3230,"['2018cmptx', '2018idbo', '2018utwv']",144.00712979352858,61.90802668010433,82.09910311342418
1178,1178,2645,frc3234,Red Arrows,2010.0,Michigan,3234,"['2018mike2', '2018miken']",102.52030590516114,85.01964170222527,17.50066420293585
1179,1179,2647,frc3236,TRIFORCE,2010.0,Massachusetts,3236,"['2018mawor', '2018necmp', '2018rismi', '2018week0']",386.99612033928184,70.41933311515312,316.5767872241305
1180,1180,2648,frc3237,Event Horizon,2010.0,Washington,3237,"['2018waahs', '2018waamv']",8.694182860034257,143.3079778404716,-134.61379498043738
1181,1181,2649,frc3238,Cyborg Ferrets,2010.0,Washington,3238,"['2018cmptx', '2018pncmp', '2018waahs', '2018wamou']",98.23770500076569,115.82343663830822,-17.5857316375425
